car_company,variant,car_age,km_driven,fuel_type,seller_type,transmission_type,num_of_ownership,mileage,engine,max_power,num_of_seats,selling_price
Mahindra,Others,5,54000,Diesel,Individual,Automatic,First Owner,16.0,1997,140.0,7,975000
Hyundai,Others,6,60000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,480000
Maruti,Others,7,10300,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,185000
Hyundai,Creta 1.6 CRDi AT SX Plus,6,50000,Diesel,Individual,Automatic,First Owner,17.01,1582,126.2,5,1050000
Maruti,Others,2,3000,Petrol,Individual,Manual,First Owner,21.01,1197,81.8,5,760000
Volkswagen,Others,2,5000,Petrol,Individual,Manual,First Owner,18.78,999,75.0,5,570000
Maruti,Baleno Alpha 1.2,3,13000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5,700000
Ford,Others,6,30000,Petrol,Individual,Automatic,First Owner,15.63,1499,110.4,5,775000
Chevrolet,Spark 1.0 LS,11,100000,Petrol,Individual,Manual,Second Owner,18.0,995,62.0,5,140000
Maruti,Others,5,40000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,220000
Hyundai,Others,4,50000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,5,440000
Hyundai,i20 Active 1.4 SX,4,80000,Diesel,Individual,Manual,First Owner,21.19,1396,88.73,5,650000
Mahindra,Others,4,50000,Diesel,Individual,Automatic,First Owner,18.49,1493,100.0,7,660000
Maruti,Eeco CNG 5 Seater AC BSIV,4,30000,CNG,Individual,Manual,First Owner,21.94,1196,61.7,5,380000
Toyota,Corolla Altis Diesel D4DG,9,125000,Diesel,Individual,Manual,Second Owner,21.43,1364,87.2,5,415000
Hyundai,i10 Magna 1.1L,9,110000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5,225000
Maruti,Ertiga VDI,8,30000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,7,600000
Maruti,Ertiga ZDI,7,148000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.8,7,620000
Mahindra,TUV 300 T6 Plus,5,35000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7,750000
Hyundai,Grand i10 Magna,5,80000,Petrol,Individual,Manual,Second Owner,18.9,1197,82.0,5,400000
Maruti,Others,16,110000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5,110000
Tata,Indica Vista TDI LS,9,95000,Diesel,Individual,Manual,Second Owner,19.4,1405,70.0,5,119000
Honda,Amaze S i-Dtech,6,25000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5,600000
Maruti,Others,10,80000,CNG,Individual,Manual,First Owner,26.3,998,67.1,5,200000
Tata,Others,7,60000,Diesel,Individual,Manual,Second Owner,23.0,1248,88.7,5,280000
Skoda,Others,8,100000,Petrol,Individual,Manual,First Owner,15.0,1598,105.0,5,375000
Datsun,Others,5,50000,Petrol,Individual,Manual,First Owner,19.44,1198,67.0,7,350000
Hyundai,Others,4,31000,Diesel,Individual,Manual,First Owner,25.4,1186,73.97,5,620000
Maruti,Swift Dzire VDI,4,120000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5,570000
Maruti,Swift Dzire VDi,9,105000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,290000
Maruti,Ertiga SHVS ZDI Plus,5,120000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7,711000
Maruti,Swift VDI,9,60000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5,370000
Maruti,Others,1,15000,Petrol,Individual,Manual,First Owner,23.26,1197,88.5,5,550000
Maruti,Swift VXI,8,150000,Petrol,Individual,Manual,Second Owner,18.6,1197,85.8,5,325000
Honda,Others,3,93000,Diesel,Individual,Manual,First Owner,27.4,1498,98.63,5,670000
Hyundai,i10 Magna 1.1L,4,42000,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5,385000
Hyundai,Santro Xing GLS,13,80000,Petrol,Individual,Manual,Second Owner,17.92,1086,62.1,5,114999
Hyundai,Santro Xing GLS,11,90000,Petrol,Individual,Manual,First Owner,17.92,1086,62.1,5,200000
Maruti,Others,2,6500,Diesel,Individual,Automatic,First Owner,24.3,1248,88.5,5,860000
Maruti,Baleno Delta 1.3,3,60000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,5,600000
Maruti,Alto K10 VXI,5,110000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,265000
Tata,Others,6,60000,CNG,Individual,Manual,Second Owner,23.7,1193,55.23,5,155000
Maruti,S-Cross 2017-2020 Delta DDiS 200 SH,2,60000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,5,900000
Maruti,Ertiga VDI,8,170000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.76,7,650000
Maruti,Others,17,220000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4,70000
Maruti,Alto 800 LXI,9,80000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,180000
Hyundai,EON Magna Plus,8,57000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,200000
Hyundai,i10 Magna 1.1L,7,100000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5,300000
Hyundai,Others,6,40000,Petrol,Individual,Manual,First Owner,17.01,1591,121.3,5,650000
Maruti,Alto 800 LXI,7,40000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,267000
Maruti,Wagon R LXI CNG,3,50000,CNG,Individual,Manual,First Owner,26.6,998,58.16,5,450000
Hyundai,Grand i10 Sportz,7,90000,Petrol,Individual,Manual,Second Owner,18.9,1197,82.0,5,400000
Mahindra,Others,9,86000,Diesel,Individual,Manual,First Owner,14.0,2498,112.0,8,310000
Tata,Others,12,15000,Petrol,Individual,Manual,First Owner,26.0,624,35.0,4,70000
Mahindra,Others,4,70000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7,675000
Ford,Others,8,120000,Petrol,Individual,Manual,First Owner,14.09,1596,99.6,5,350000
Maruti,Alto K10 VXI,7,80000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,5,240000
Tata,Indigo CS LX (TDI) BS-III,7,80000,Diesel,Individual,Manual,Second Owner,19.09,1405,69.01,5,185000
Hyundai,EON Era Plus,4,50000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,250000
Maruti,Alto LXi,12,100000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,135000
Hyundai,Verna 1.6 SX,10,80000,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,5,500000
Tata,Others,11,108957,Diesel,Individual,Manual,First Owner,13.93,2179,138.0,7,300000
Tata,Tiago 1.2 Revotron XT,4,68000,Petrol,Individual,Manual,Second Owner,23.84,1199,84.0,5,328000
Mahindra,Others,6,65000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,509999
Mahindra,Others,6,110000,Diesel,Individual,Manual,Second Owner,14.02,2179,118.3,8,575000
Mahindra,Others,9,50000,Diesel,Individual,Manual,First Owner,12.2,2498,112.0,8,700000
Maruti,Wagon R LXI Minor,13,100000,Petrol,Individual,Manual,Third Owner,18.9,1061,67.0,5,105000
Maruti,800 AC,13,80000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4,60000
Maruti,Alto LXi BSIII,13,80000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5,112999
Tata,Indica Vista TDI LS,6,120000,Diesel,Individual,Manual,Second Owner,19.1,1405,70.0,5,229999
Ford,Figo Diesel ZXI,9,150000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,5,325000
Hyundai,i20 1.2 Spotz,4,20000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,650000
Tata,Indigo LX,12,80000,Diesel,Individual,Manual,Second Owner,17.0,1405,70.0,5,85000
Honda,Others,6,93000,Diesel,Individual,Manual,Second Owner,24.5,1498,98.6,7,570000
Maruti,Swift VDI BSIV,6,134000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5,525000
Hyundai,i20 Magna,8,90000,Petrol,Individual,Manual,Second Owner,18.5,1197,82.85,5,350000
Maruti,Others,14,60000,Petrol,Individual,Manual,First Owner,16.6,1197,85.0,5,250000
Mahindra,Others,11,120000,Diesel,Individual,Manual,Second Owner,14.0,2489,95.0,8,300000
Jeep,Others,4,30000,Diesel,Individual,Manual,First Owner,17.1,1956,170.0,5,1325000
Hyundai,i20 2015-2017 Asta 1.4 CRDi,4,22200,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,650000
Hyundai,Others,3,6000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,520000
Maruti,Swift VXI Deca,5,32000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5,500000
Renault,KWID RXL,5,90000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,220000
Maruti,Ciaz 1.3 Alpha,4,78000,Diesel,Individual,Manual,Third Owner,28.09,1248,88.5,5,650000
Honda,WR-V i-VTEC VX,4,12000,Petrol,Individual,Manual,First Owner,17.5,1199,88.7,5,819999
Renault,Others,5,120000,Diesel,Individual,Manual,First Owner,19.87,1461,83.8,5,645000
Maruti,Ertiga SHVS VDI,6,40000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7,780000
Honda,City 2017-2020 EXi,13,110000,Petrol,Individual,Manual,Second Owner,17.7,1497,78.0,5,215000
Maruti,Alto LX,10,10000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,114999
Tata,Others,9,12000,Petrol,Individual,Manual,First Owner,16.84,1193,64.4,5,75000
Chevrolet,Beat LT,10,60000,Petrol,Individual,Manual,First Owner,18.6,1199,79.4,5,120000
Renault,KWID RXT Optional,5,41000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,250000
Maruti,Omni E MPI STD BS IV,3,25000,Petrol,Individual,Manual,First Owner,16.8,796,34.2,8,200000
Hyundai,Others,6,30000,Petrol,Individual,Manual,First Owner,19.1,1197,82.0,5,380000
Honda,Others,3,50000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5,560000
Maruti,Others,3,10000,Petrol,Individual,Manual,First Owner,20.89,1197,81.8,5,575000
Mahindra,Bolero Power Plus SLE,4,40000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7,620000
Mahindra,Others,9,120000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,8,525000
Maruti,Swift Dzire VDI,4,40000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5,635000
Renault,Others,5,80000,Diesel,Individual,Manual,First Owner,19.72,1461,108.45,5,650000
Ford,Others,4,70000,Diesel,Individual,Manual,Second Owner,25.83,1498,99.0,5,550000
Maruti,Ritz VDi,12,150000,Diesel,Individual,Manual,Third Owner,21.1,1248,73.9,5,145000
Tata,Indigo LS,14,100000,Diesel,Individual,Manual,Third Owner,16.1,1405,70.0,5,130000
Maruti,Ertiga ZDI Plus,4,79000,Diesel,Dealer,Manual,First Owner,25.47,1248,88.5,7,825000
Maruti,Vitara Brezza ZDi,3,50000,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,5,875000
Maruti,Ciaz ZDi Plus SHVS,5,81000,Diesel,Dealer,Manual,Second Owner,28.09,1248,88.5,5,650000
BMW,Others,3,27000,Diesel,Dealer,Automatic,First Owner,17.05,1995,184.0,5,2850000
Audi,Others,3,26000,Diesel,Dealer,Automatic,First Owner,15.73,1968,174.33,5,2800000
Chevrolet,Others,8,56000,Diesel,Dealer,Manual,First Owner,22.1,1248,74.0,5,246000
Honda,Others,8,60000,Diesel,Dealer,Manual,Second Owner,24.7,1498,98.63,5,325000
Jeep,Others,2,22000,Petrol,Dealer,Automatic,First Owner,16.0,1368,160.0,5,1450000
Honda,Others,4,30000,Petrol,Dealer,Automatic,First Owner,15.4,1497,117.3,7,850000
Volkswagen,Others,6,43001,Diesel,Dealer,Manual,First Owner,22.27,1498,108.6,5,560000
Maruti,Ertiga VDI,6,60000,Diesel,Dealer,Manual,First Owner,25.47,1248,88.5,7,575000
Maruti,Others,2,9000,Petrol,Dealer,Automatic,First Owner,21.63,998,67.04,5,470000
Tata,Indigo CS LS (TDI) BS-III,7,65000,Diesel,Dealer,Manual,First Owner,19.09,1405,69.01,5,221000
Toyota,Innova 2.5 G (Diesel) 8 Seater,7,95000,Diesel,Dealer,Manual,First Owner,12.99,2494,100.6,8,680000
Ford,Others,8,62000,Diesel,Dealer,Manual,First Owner,13.1,2499,141.0,7,700000
Volvo,Others,5,48000,Diesel,Dealer,Automatic,First Owner,9.0,1984,181.0,5,1950000
Hyundai,Creta 1.6 CRDi AT SX Plus,6,72000,Diesel,Dealer,Automatic,First Owner,17.01,1582,126.2,5,875000
Hyundai,Others,4,35000,Diesel,Individual,Manual,Third Owner,22.0,1582,126.2,5,850000
Renault,Duster 85PS Diesel RxL Optional,8,100600,Diesel,Individual,Manual,Third Owner,20.46,1461,83.8,5,550000
Maruti,Swift Dzire VDI,8,105000,Diesel,Individual,Manual,Third Owner,23.4,1248,74.0,5,480000
Mahindra,Others,4,90000,Diesel,Individual,Manual,First Owner,15.4,2179,120.0,7,1050000
Mahindra,Bolero 2011-2019 ZLX,5,92385,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,631000
Tata,Others,6,25000,Petrol,Individual,Manual,First Owner,25.4,624,37.5,4,165000
Maruti,Others,11,60000,Petrol,Individual,Manual,Second Owner,21.1,1197,85.8,5,320000
Maruti,Others,9,100000,Petrol,Individual,Manual,Second Owner,18.5,1197,85.8,5,360000
Hyundai,Others,15,25000,Petrol,Individual,Manual,Third Owner,13.0,1795,127.0,5,175000
Hyundai,Others,5,120000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,725000
Fiat,Others,7,185000,Diesel,Individual,Manual,Third Owner,19.5,1248,75.0,5,280000
Volkswagen,Polo Diesel Highline 1.2L,10,134000,Diesel,Individual,Manual,Second Owner,22.07,1199,73.9,5,325000
Ford,Figo Diesel ZXI,7,120000,Diesel,Individual,Manual,Third Owner,20.0,1399,68.05,5,320000
Hyundai,Grand i10 1.2 Kappa Sportz BSIV,3,120000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,500000
Mahindra,XUV500 W6 2WD,7,165000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,7,825000
Maruti,Ritz LDi,5,120000,Diesel,Individual,Manual,Third Owner,23.2,1248,73.94,5,350000
Hyundai,i20 1.4 CRDi Sportz,10,89000,Diesel,Individual,Manual,First Owner,23.0,1396,90.0,5,470000
Mahindra,Others,12,120000,Diesel,Individual,Manual,Third Owner,19.2,1461,65.0,5,125000
Hyundai,Others,15,120000,Petrol,Individual,Automatic,First Owner,13.1,1795,127.0,5,140000
Honda,Amaze VX i-DTEC,8,50000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5,484999
Maruti,Alto 800 LXI,3,15000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,308000
Hyundai,Grand i10 1.2 Kappa Sportz BSIV,2,13000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,570000
Jeep,Others,4,45000,Diesel,Individual,Manual,First Owner,16.3,1956,170.0,5,1800000
Maruti,Swift Dzire AMT VXI,3,28000,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,5,680000
Maruti,Swift Dzire ZDI,4,70000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,700000
Mahindra,Others,10,116000,Diesel,Individual,Manual,First Owner,14.0,2498,112.0,7,240000
Hyundai,EON Era Plus,7,90000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,280000
Tata,Indica Vista Aqua 1.4 TDI,11,120000,Diesel,Individual,Manual,Second Owner,17.0,1405,71.0,5,125000
Maruti,Others,6,50000,Petrol,Individual,Manual,Second Owner,20.4,1197,83.11,5,434999
Toyota,Innova 2.5 VX (Diesel) 7 Seater,6,120000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7,1050000
Volvo,Others,8,72500,Diesel,Individual,Automatic,Second Owner,23.3,1984,150.0,5,1200000
Volkswagen,Vento Diesel Highline,8,120000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,5,400000
Mahindra,XUV500 W6 2WD,7,120000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7,850000
Hyundai,i20 Asta 1.4 CRDi,7,83000,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,5,475000
Ford,Others,18,40000,Petrol,Individual,Manual,Third Owner,14.2,1597,92.0,5,150000
Toyota,Others,3,46000,Diesel,Individual,Manual,First Owner,14.24,2755,174.5,7,2900000
Toyota,Innova 2.5 VX (Diesel) 7 Seater,6,137000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7,1100000
Maruti,Alto 800 LXI,4,25000,Petrol,Individual,Manual,Second Owner,24.7,796,47.3,5,285000
Hyundai,Grand i10 1.2 CRDi Asta,3,50000,Diesel,Individual,Manual,First Owner,24.0,1186,73.97,5,650000
Maruti,A-Star Vxi,9,60000,Petrol,Individual,Manual,First Owner,19.0,998,66.1,5,275000
Mahindra,Others,10,105000,Diesel,Individual,Manual,Second Owner,19.2,1461,65.0,5,229999
Maruti,Others,6,20000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,300000
Maruti,Ertiga SHVS ZDI Plus,5,50000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7,940000
Maruti,Ciaz ZDi,6,120000,Diesel,Individual,Manual,Second Owner,26.21,1248,88.5,5,600000
Maruti,Baleno Alpha 1.3,4,70000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,5,800000
Nissan,Others,4,90000,Diesel,Individual,Manual,Second Owner,22.71,1461,84.8,5,580000
Tata,Tigor 1.2 Revotron XT,3,75000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,5,450000
Chevrolet,Others,10,82500,Diesel,Individual,Manual,Second Owner,16.52,1991,123.7,5,290000
Honda,Amaze VX i-DTEC,7,110000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5,530000
Hyundai,Others,2,20000,Diesel,Individual,Manual,First Owner,24.0,1396,88.76,5,960000
Honda,City 1.5 S MT,12,110000,Petrol,Individual,Manual,Third Owner,17.0,1497,118.0,5,290000
Mitsubishi,Others,13,100000,Diesel,Individual,Manual,First Owner,14.8,1998,68.0,5,160000
Maruti,Others,4,52000,Petrol,Individual,Manual,First Owner,21.63,998,67.0,5,400000
Maruti,Vitara Brezza LDi Option,4,90000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,700000
Volkswagen,Vento Diesel Highline,9,90000,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,5,361000
Hyundai,i20 Magna 1.4 CRDi (Diesel),8,53000,Diesel,Individual,Manual,Second Owner,21.9,1396,88.76,5,390000
Tata,Others,9,180000,Diesel,Individual,Manual,First Owner,18.4,1248,75.0,5,200000
Hyundai,i20 Magna 1.4 CRDi (Diesel),8,53000,Diesel,Individual,Manual,Second Owner,21.9,1396,88.76,5,390000
Maruti,Swift VDI,8,53000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5,500000
Maruti,Alto LXi,10,50600,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,200000
Tata,Safari Storme EX,6,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7,503000
Maruti,Vitara Brezza ZDi Plus Dual Tone,4,32000,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,5,775000
Maruti,Vitara Brezza VDi,3,5000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,750000
Hyundai,i20 1.2 Spotz,3,25000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,570000
Honda,Jazz 1.2 VX i VTEC,5,30000,Petrol,Individual,Manual,First Owner,18.7,1199,88.7,5,484999
Honda,Others,4,43000,Petrol,Dealer,Manual,First Owner,15.4,1497,117.3,7,700000
Hyundai,Others,9,60000,Petrol,Dealer,Manual,First Owner,17.7,1497,113.42,5,415000
Ford,Others,7,54000,Diesel,Dealer,Manual,First Owner,23.0,1498,98.96,5,484999
Maruti,SX4 S Cross 2015-2017 DDiS 200 Zeta,5,52000,Diesel,Individual,Manual,First Owner,23.65,1248,88.5,5,675000
Ford,Others,6,50000,Petrol,Individual,Manual,First Owner,15.85,1499,110.4,5,680000
Maruti,Alto 800 LXI,8,52000,Petrol,Dealer,Manual,First Owner,24.7,796,47.3,5,235000
Mahindra,Others,3,15000,Diesel,Individual,Manual,First Owner,15.1,2179,152.87,7,1700000
Mahindra,Others,6,50000,Diesel,Individual,Automatic,Second Owner,16.0,2179,140.0,7,1200000
Honda,City i DTEC VX,7,56000,Diesel,Individual,Manual,Second Owner,25.1,1498,98.6,5,630000
Ford,Others,3,82000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5,640000
Hyundai,Others,7,121000,Petrol,Dealer,Manual,First Owner,19.1,1197,82.0,5,355000
Mahindra,Others,9,101903,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,8,560000
Maruti,Others,3,120000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5,580000
Ford,Others,11,85568,Diesel,Dealer,Manual,First Owner,18.5,1399,68.0,5,185000
Maruti,Baleno Zeta Automatic,2,10000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,5,660000
Hyundai,Others,7,10000,Petrol,Individual,Manual,First Owner,20.3,998,68.05,5,220000
Hyundai,Santro Xing GLS,14,60000,Petrol,Individual,Manual,Fourth Owner,17.92,1086,62.1,5,150000
Mahindra,Scorpio M2DI,10,80000,Diesel,Individual,Manual,Second Owner,13.5,2179,115.0,5,484999
Maruti,Swift LXI,2,10000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5,509999
Mahindra,Bolero 2011-2019 ZLX BSIII,7,60000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,515000
Mercedes-Benz,Others,7,42000,Petrol,Individual,Automatic,First Owner,11.9,1595,120.7,5,1250000
Chevrolet,Others,7,50000,Diesel,Individual,Manual,Fourth Owner,18.2,1248,73.8,8,350000
Maruti,Alto K10 VXI,3,11500,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,375000
Hyundai,Others,2,15000,Diesel,Individual,Manual,First Owner,22.1,1396,88.7,5,950000
Maruti,Swift Dzire ZDI,6,32000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5,615000
Maruti,Swift LXI,10,50000,Petrol,Individual,Manual,First Owner,18.6,1197,85.8,5,275000
Maruti,Eeco 5 Seater AC BSIV,4,10000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,5,400000
Maruti,S-Cross 2017-2020 Zeta DDiS 200 SH,2,15000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,5,930000
Maruti,Swift Dzire VXI,9,100000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,5,310000
Toyota,Innova Crysta 2.4 VX MT BSIV,5,25000,Diesel,Individual,Manual,Second Owner,13.68,2393,147.8,7,1670000
Maruti,Swift Dzire LDI,8,70000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5,356000
Honda,City V MT,8,32000,Petrol,Individual,Manual,First Owner,16.8,1497,116.3,5,500000
Tata,Tiago 1.2 Revotron XT,3,35000,Petrol,Individual,Manual,Second Owner,23.84,1199,84.0,5,409999
Maruti,Vitara Brezza ZDi Plus,2,50000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,980000
Mahindra,Others,16,100000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7,150000
Honda,Others,2,3100,Petrol,Individual,Automatic,First Owner,18.2,1199,88.7,5,750000
Skoda,Others,8,60000,Petrol,Individual,Automatic,First Owner,13.7,1798,157.75,5,500000
Maruti,Swift VDI,8,170000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5,355000
Tata,Others,10,50000,Diesel,Individual,Manual,Second Owner,17.0,1405,71.0,5,200000
Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV,13,120000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,8,370000
Hyundai,Others,6,20000,Petrol,Individual,Manual,First Owner,19.1,1197,82.0,5,450000
Hyundai,Grand i10 Sportz,6,10000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5,486000
Maruti,Others,10,120000,Diesel,Individual,Manual,First Owner,21.5,1248,88.8,5,242000
Hyundai,Others,3,25000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,580000
Ford,EcoSport 1.5 TDCi Titanium BSIV,7,130000,Diesel,Individual,Manual,Second Owner,22.77,1498,98.59,5,500000
Mahindra,Others,8,40000,Diesel,Individual,Manual,First Owner,17.21,1493,100.0,7,300000
